|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
2877|VETTAI NAAI|Tamil|DIL/2/26/2021-Che|0 days 02:22:09|Digital|Jothimurugan Palanisamy|SURABI PICTURES|UA|1|2021-02-15|8529
2878|MEENDUM|Tamil|DIL/2/27/2021-Che|0 days 02:13:54|Digital|Manikandan Chellappa|HERO CINEMAS|UA|1|2021-02-15|8034
2879|IVANTHAN UTHAMAN|Tamil|DIL/1/11/2021-Che|0 days 01:43:17|Digital|R V Bharathan|Bharathan Pictures|U|1|2021-02-15|6197
2880|TOM AND JERRY|Tamil|DFL/1/5/2021-MUM|0 days 01:41:41|Digital|CHRIS DEFARIA, WARNER BROS.|-|U|1|2021-02-16|6101
2881|THE MARKSMAN|Tamil|DFL/2/2/2021-Che|0 days 01:49:49|Digital|Voltage Pictures LLC|-|UA|1|2021-02-16|6589
2882|BABY|Tamil|VIL/2/45/2021-MUM|0 days 02:32:47|Video|Bhushan Dua|Super Cassettes Industries Pvt Ltd|UA|1|2021-02-16|9167
2883|MAARA|TAMIL WITH ENGLISH SUBTITLES|DIL/1/12/2021-Che|0 days 02:31:27|Digital|Prateek Pradeep Chakravorty|Pramod Films|U|1|2021-02-16|9087
2884|SEMA THIMIRU|Tamil|DIL/2/10/2021-BAN|0 days 02:39:44|Digital|B K Gangadhar|M/S SRI JAGADGURU MOVIES|UA|1|2021-02-17|9584
2885|BHAJARANGI|Tamil|VIL/2/1/2021-BAN|0 days 02:13:39|Video|Ramesh Mohanlal Vyas|M/s. LAKSHMI GANPATHY FILMS|UA|1|2021-02-18|8019
2886|INSHA ALLAH|TAMIL WITH ENGLISH SUBTITLES|DIL/1/13/2021-Che|0 days 01:33:05|Digital|Shahul Hameed|Nesam Entertainment Private Limited|U|1|2021-02-18|5585
2887|KARAIYERUM KANAVUGAL|Tamil|DIL/1/14/2021-Che|0 days 01:50:11|Digital|Kandasamy Periyamarimuthu|Sri Guru Creations|U|1|2021-02-22|6611
2888|ANNMARIYA|Tamil|VIL/1/16/2021-Che|0 days 02:07:35|Video|Jasminesadiq Mohamedsadiq|M/S I and M Studios|U|1|2021-02-22|7655
2889|STYLE|Tamil|VIL/2/29/2021-Che|0 days 02:34:19|Video|Jasminesadiq Mohamedsadiq|M/S I and M Studios|UA|1|2021-02-22|9259
2890|UYARNTHA IDATHIL|Tamil|VIL/1/7/2021-THI|0 days 02:20:26|Video|Naganpillai Krishnan|NAGAN PICTURES|U|1|2021-02-23|8426
2891|TITANIC|Tamil|DIL/1/15/2021-Che|0 days 01:44:48|Digital|Vijayakumar Chandrasekaran|thirukumaran entertainment|U|1|2021-02-23|6288
2892|"""ENAKKAAKA NEE"""|Tamil|DIL/2/28/2021-HYD|0 days 02:19:38|Digital|Julakanti Madhusudhana Reddy|M/S AVINASH MOVIE MAKERS|UA|1|2021-02-23|8378
2893|RANAM|Tamil|VIL/2/31/2021-Che|0 days 02:16:19|Video|Jasminesadiq Mohamedsadiq|M/S I and M Studios|UA|1|2021-02-23|8179
2894|GANESAPURAM|TAMIL WITH ENGLISH SUBTITLES|DIL/2/29/2021-Che|0 days 02:25:03|Digital|Kasimayan Pandyan|SANJAY SHAM PICTURES|UA|1|2021-02-24|8703
2895|NANUM SINGLETHAN (REVISED)|Tamil|VIL/2/33/2021-Che|0 days 01:52:42|Video|J Jayakumar|Metronet Multimedia Private limited|UA|1|2021-02-25|6762
2896|KADAMPARI|Tamil|DIL/2/30/2021-Che|0 days 01:43:36|Digital|N Arulmurugan|M/S AROMAA STUDIOS|UA|1|2021-02-25|6216
2897|AGADU|Tamil|DIL/2/31/2021-Che|0 days 01:39:01|Digital|Vidiyal Raju|M/S Shoundaryan Pictures|UA|1|2021-03-01|5941
2898|"""OHO"""|Tamil|DIL/2/33/2021-Che|0 days 01:56:01|Digital|Lalbahadur Ponnuswamy|LALROY ASSOCIATES|UA|1|2021-03-02|6961
2899|LEGACY OF LIES|Tamil|DFL/2/22/2021-MUM|0 days 01:40:13|Digital|13 FILMS, LLC ALLA BELAYA, KRZYAZTOF SOLEK, ADRIAN BOL|-|UA|1|2021-03-02|6013
2900|MIRUGAA|TAMIL WITH ENGLISH SUBTITLES|DIL/2/34/2021-Che|0 days 02:10:00|Digital|Vinod Bhagchand|JAGUAR STUDIOS|UA|1|2021-03-02|7800
2901|CAPTAIN SATYAN|Tamil|VIL/1/20/2021-Che|0 days 02:23:37|Video|Kulanchiyappan Thangayan|M/s. S.K.FILM PRODUCTIONS,|U|1|2021-03-03|8617
2902|ORU KUDAIKUL (AKILAM)|Tamil|DIL/1/17/2021-Che|0 days 02:12:58|Digital|K Udhayakumar|M/S Ayya Siva Siva Cine Creartions|U|1|2021-03-03|7978
2903|MEENDUM YAATHRA|Tamil|DIL/2/35/2021-Che|0 days 01:50:43|Digital|M Murugan|SRI SAAI LAKSHMI PICTURES|UA|1|2021-03-04|6643
2904|GOSULO|TAMIL WITH ENGLISH SUBTITLES|DIL/2/14/2021-BAN|0 days 02:02:52|Digital|Rajashekar B R|M/S POLICE PRAKI PRODUCTION|UA|1|2021-03-04|7372
2905|MUNNA|Tamil|DIL/1/19/2021-Che|0 days 02:01:03|Digital|Muthuselvan Ramu|SRI THILLAI EESAN PICTURES|U|1|2021-03-05|7263
2906|ODAVUM MUDIYATHU OLIYAVUM MUDIYATHU|TAMIL WITH ENGLISH SUBTITLES|DIL/2/36/2021-Che|0 days 02:00:39|Digital|Sathyamurthi Vivekanandan|CLAPBOARD PRODUCTION|UA|1|2021-03-05|7239
2907|CHINNANJIRU KILIYE|TAMIL WITH ENGLISH SUBTITLES|DIL/1/18/2021-Che|0 days 02:08:01|Digital|S Senthilnathan|SENBHA CREATIONS|U|1|2021-03-05|7681
2908|AMBOOR ARUNACHALAM|Tamil|VIL/1/23/2021-Che|0 days 02:20:14|Video|Naganpillai Krishnan|NAGAN PICTURES|U|1|2021-03-09|8414
2909|CALL TAXI|Tamil|DIL/2/37/2021-Che|0 days 01:54:44|Digital|Raveendran Ramaiya|K.T.Combines|UA|1|2021-03-09|6884
2910|AADU 2|Tamil|VIL/1/25/2021-Che|0 days 02:32:44|Video|Jasminesadiq Mohamedsadiq|M/S I and M Studios|U|1|2021-03-10|9164
2911|THANGAMANA PERAN|Tamil|VIL/1/18/2021-HYD|0 days 02:42:53|Video|Nageswara Rao Manneti|MNR FILMS|U|1|2021-03-10|9773
2912|KAADAN|Tamil|DIL/2/38/2021-Che|0 days 02:41:35|Digital|Madhukar Ramane|EROS INTERNATIONAL MEDIA LTD|UA|1|2021-03-12|9695
2913|NAMMA OORUKKU ENNA THAN ACHU|Tamil|DIL/2/39/2021-Che|0 days 01:57:12|Digital|Arulkumar Govindaraj|G.S.ARTS|UA|1|2021-03-12|7032
2914|ASURA VITTAN|Tamil|VIL/2/42/2021-Che|0 days 02:29:51|Video|Kulanchiyappan Thangayan|M/s. S.K.FILM PRODUCTIONS,|UA|1|2021-03-12|8991
2915|NERAM NALLA NERAM (REVISED)|Tamil|VIL/2/43/2021-Che|0 days 01:49:08|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2021-03-15|6548
2916|"""TANGA MANITHAN"""|Tamil|DIL/1/15/2021-HYD|0 days 02:24:00|Digital|UMESH GUPTA|ADITYA MUSIC (INDIA) PVT. LTD.|U|1|2021-03-15|8640
2917|R:23-CRIMINALS DIARY|Tamil|DIL/2/43/2021-HYD|0 days 02:00:11|Digital|Raghavendrarao Nageswararao|RASCAL PICTUREZ|UA|1|2021-03-15|7211
2918|"""ANU AND ARJUN"""|Tamil|DIL/2/45/2021-HYD|0 days 02:15:01|Digital|Manchu Vishnuvardhan Babu|M/S AVA ENTERTAINMENT|UA|1|2021-03-16|8101
2919|"""SIRANTHA KUDIMAGAN"""|Tamil|VIL/2/15/2021-HYD|0 days 02:34:45|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-03-16|9285
2920|"""POWER"""|Tamil|VIL/2/18/2021-HYD|0 days 02:26:49|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-03-19|8809
2921|NAYAE PEYAE|TAMIL WITH ENGLISH SUBTITLES|DIL/2/41/2021-Che|0 days 02:01:27|Digital|Gopikrishna Veerasamy|CUTTING VOTTING STUDIOS|UA|1|2021-03-19|7287
2922|"""PORR ADAIKALAM"""|Tamil|VIL/2/19/2021-HYD|0 days 02:20:05|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-03-22|8405
2923|SIRAIPPARAVAI (REVISED )|Tamil|VIL/2/48/2021-Che|0 days 02:07:08|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2021-03-22|7628
2924|BLOODY DESTINY ( DUBBED}|Tamil|VFL/2/7/2021-Che|0 days 01:35:00|Video|BEIJING BIG FISH INTERACTIVE NETWORK TECHNOLOGY CO.LTD|-|UA|1|2021-03-23|5700
2925|GODZILLA VS. KONG|Tamil|DFL/2/29/2021-MUM|0 days 01:54:47|Digital|MARY PARENT, ALEX GARCIA, ERIC MCLEOD, JON JASHNI, THOMAS TULL, BRIAN ROGERS, WARNER BROS.|-|UA|1|2021-03-23|6887
2926|MUAY THAI CHAIYA|Tamil|VFL/2/8/2021-Che|0 days 01:47:36|Video|FIVE STAR PRODUCTION COMPANY LTD|-|UA|1|2021-03-23|6456
2927|"""YAKHSHEE"""|Tamil|VIL/2/20/2021-HYD|0 days 02:00:03|Video|Omkar Nuthalapati|M/S OAK ENTERTAINMENTS|UA|1|2021-03-24|7203
2928|"""RAGALAI"""|Tamil|VIL/2/21/2021-HYD|0 days 02:34:54|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-03-24|9294
2929|THODAKKAM|Tamil|DIL/1/22/2021-Che|0 days 01:51:05|Digital|Mari Mari|M/s NIDHITHA THIRAIKKALAM|U|1|2021-03-24|6665
2930|KODIYAKKARAI|TAMIL WITH ENGLISH SUBTITLES|DIL/2/63/2021-MUM|0 days 01:36:27|Digital|Balaraman Mohanraj|M/S. RUDRA PATH PRODUCTIONS|UA|1|2021-03-24|5787
2931|SULTHAN|TAMIL WITH ENGLISH SUBTITLES|DIL/2/44/2021-Che|0 days 02:37:38|Digital|Prabhu Sundakkampalayam Ramasamy|Dream Warrior Pictures|UA|1|2021-03-25|9458
2932|"""KILLADI MARUMAGAN"""|Tamil|VIL/2/22/2021-HYD|0 days 02:21:37|Video|Suryadevara Naga Vamsi|SITHARA ENTERTAINMENTS|UA|1|2021-03-26|8497
2933|VIDUPATTA KUTRANGAL|Tamil|DIL/2/47/2021-Che|0 days 01:55:58|Digital|Senthilrajan Velayutham|VSR CREATION|UA|1|2021-03-26|6958
2934|ANTI-LIFE|Tamil|DFL/2/6/2021-Che|0 days 01:34:37|Digital|SCREEN MEDIA VENTURES, LLC|-|UA|1|2021-03-26|5677
2935|ESTATE|TAMIL WITH ENGLISH SUBTITLES|DIL/2/45/2021-Che|0 days 01:54:48|Digital|Venkateswaralu Hajarathianaidu|DIVINE PRODUCTIONS|UA|1|2021-03-26|6888
2936|CINDERELLA|TAMIL WITH ENGLISH SUBTITLES|DIL/2/46/2021-Che|0 days 02:00:49|Digital|Subbiah Shanmugam|S.S.I.PRODUCTION|UA|1|2021-03-26|7249
2937|KARNAN|TAMIL WITH ENGLISH SUBTITLES|DIL/2/48/2021-Che|0 days 02:38:31|Digital|Thanu Subramaniam|V CREATIONS|UA|1|2021-03-29|9511
2938|"""IDU ENNODA JILLA"""|Tamil|VIL/2/23/2021-HYD|0 days 02:37:29|Video|Suryadevara Radhakrishna|HAARIKA & HASSINE CREATIONS|UA|1|2021-03-30|9449
2939|IRUSHA|Tamil|DIL/2/49/2021-Che|0 days 02:14:16|Digital|Rajkumar Ganesan|M/s R.K.R. ENTERTAINMENT PARK|UA|1|2021-03-30|8056
2940|BOOMIKA|TAMIL WITH ENGLISH SUBTITLES|DIL/2/50/2021-Che|0 days 02:04:07|Digital|Kaarthekeyan Santhanam|Stone Bench Pvt Ltd|UA|1|2021-03-30|7447
2941|99 SONGS|Tamil|DIL/2/72/2021-MUM|0 days 02:13:15|Digital|A R Rahman|YM MOVIES PVT. LTD.|UA|1|2021-03-31|7995
2942|ALAIYIN THISAI|TAMIL WITH ENGLISH SUBTITLES|DIL/1/23/2021-Che|0 days 01:28:11|Digital|Arun Bose|COCKROACH IN COCKTAIL|U|1|2021-03-31|5291
2943|CIRCLE|Tamil|DIL/2/10/2021-THI|0 days 02:16:24|Digital|A T Krishnan|ATK PICTURES|UA|1|2021-04-01|8184
2944|MY DEAR LISA|Tamil|DIL/2/53/2021-Che|0 days 01:49:07|Digital|Ramesh Balareddy|SRINIDHI FILMS|UA|1|2021-04-01|6547
2945|BOMMAI|TAMIL WITH ENGLISH SUBTITLES|DIL/2/52/2021-Che|0 days 02:25:11|Digital|Sj Suryah|Angel Studios Movie Hub LLP|UA|1|2021-04-01|8711
2946|ROCKETRY - THE NAMBI EFFECT|Tamil|DIL/2/81/2021-MUM|0 days 02:37:53|Digital|Sarita Madhavan|TRICOLOR FILMS|UA|1|2021-04-08|9473
2947|"""A...AA... (ANASUYA RAMALINGAM V/S ANAND VIHARI)"""|Tamil|VIL/1/21/2021-HYD|0 days 02:31:29|Video|Suryadevara Radhakrishna|HAARIKA & HASSINE CREATIONS|U|1|2021-04-08|9089
2948|VENRAI EN VIZHITHIRAYAI|Tamil|DIL/1/24/2021-Che|0 days 01:44:02|Digital|Vengadeswaran Duraimanickam|-|U|1|2021-04-09|6242
2949|ROWDY INSPECTOR|Tamil|VIL/2/10/2021-BAN|0 days 02:42:38|Video|Rajendra Prasad Sg|LAXMI LOTUS MOVIE MAKERS|UA|1|2021-04-09|9758
2950|VANNAKKAMDA MAPPILEI|TAMIL WITH ENGLISH SUBTITLES|VIL/1/33/2021-Che|0 days 02:42:38|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|U|1|2021-04-09|9758
2951|KANDATHAI PADIKATHEY|Tamil|DIL/2/56/2021-Che|0 days 01:50:07|Digital|Sathyanarayanan Sunderrajan|Bully Movies|UA|1|2021-04-15|6607
2952|RENDU IDLY ORU VADAI|Tamil|DIL/3/3/2021-Che|0 days 01:55:11|Digital|Ranga Srinivasan|JAYALAKSHMI GOLDEN JUBLIE FILMS|A|1|2021-04-15|6911
2953|KAKIDHA POOKKAL|TAMIL WITH ENGLISH SUBTITLES|DIL/2/57/2021-Che|0 days 02:18:52|Digital|S Muthumanickam|SRI SAKTHIVEL CINE CREATION|UA|1|2021-04-15|8332
2954|ELLAAM MELA IRUKURAVAN PAATHUPPAN|Tamil|DIL/2/58/2021-Che|0 days 02:13:13|Digital|Mohammedabubucker Abbassalim|Rowther Films|UA|1|2021-04-16|7993
2955|"""NAGAVALLI"""|Tamil|VIL/2/26/2021-HYD|0 days 02:27:23|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-04-16|8843
2956|KRODH|Tamil|DIL/2/71/2021-HYD|0 days 02:03:33|Digital|Jayapal Swaminathan|J.P.S.CINE MAX|UA|1|2021-04-19|7413
2957|"""SOLO LIFEY SO BETTER"""|Tamil|DIL/1/17/2021-HYD|0 days 02:06:01|Digital|Bapineedu Bhogavalli|SRI VENKATESWARA CINE CHITRA LLP|U|1|2021-04-19|7561
2958|"""IRON MONKEY"""|Tamil|VFL/2/187/2021-MUM|0 days 01:26:26|Video|GOLDEN HARVEST COMPANY|-|UA|1|2021-04-20|5186
2959|"""ONCE UPON A TIME IN CHINA AND AMERICA"""|Tamil|VFL/2/190/2021-MUM|0 days 01:36:01|Video|HARK TSUI CHINA STAR ENTERTAINMENT|-|UA|1|2021-04-20|5761
2960|MITHRAA|Tamil|DIL/2/59/2021-Che|0 days 02:16:11|Digital|Rajasekaran Kaliaperumal|K2R STUDIO|UA|1|2021-04-22|8171
2961|KADHAL KADHALAI THAVERA VERENNA VENDUM|Tamil|DIL/2/60/2021-Che|0 days 02:24:37|Digital|Thimmareddy Salla|SS ENTERTAINMENTS|UA|1|2021-04-22|8677
2962|MORTAL KOMBAT|Tamil|DFL/3/1/2021-Che|0 days 01:51:38|Digital|JAMES WAN, TODD GARNER, SIMON MCQUOID, E. BENNETT WALSH, WARNER BROS.|-|A|1|2021-04-22|6698
2963|"""MAAPILLAI SEENU"""|Tamil|VIL/2/27/2021-HYD|0 days 02:24:31|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-04-23|8671
2964|MIKHAEL|Tamil|VIL/2/70/2021-Che|0 days 02:30:14|Video|Jasminesadiq Mohamedsadiq|M/S I and M Studios|UA|1|2021-04-23|9014
2965|DOCTOR|TAMIL WITH ENGLISH SUBTITLES|DIL/2/61/2021-Che|0 days 02:31:45|Digital|Kotapadijayaramanrajesh Jayaraman|KJR STUDIOS|UA|1|2021-04-23|9105
2966|"""KAVYATHALAIVAN"""|Tamil|VIL/2/28/2021-HYD|0 days 02:34:24|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-04-26|9264
2967|SEETHA (REVISED)|Tamil|VIL/2/73/2021-Che|0 days 01:50:33|Video|Sembiansivakumar Kovaichezhiyan|Sun TV Network Ltd|UA|1|2021-04-27|6633
2968|TAMIL ROCKERS|Tamil|DIL/2/62/2021-Che|0 days 01:29:47|Digital|Pichandi Kuppusamy|JASWANTH SUPER CINEMAS|UA|1|2021-04-27|5387
2969|KOOTAM|Tamil|DIL/1/26/2021-Che|0 days 01:32:34|Digital|Davidraj Gurusamy|I Movies|U|1|2021-04-27|5554
2970|EPPO KALYANAM|Tamil|DIL/1/27/2021-Che|0 days 02:18:17|Digital|Irudayaraj Arokyadas|CHOWDESHWARI PRODUCTIONS|U|1|2021-04-28|8297
2971|ILAM JODI|Tamil|DIL/2/63/2021-Che|0 days 02:17:48|Digital|Krishnanmunusami Munusami|SRI VENKATESHWARA C.M.K|UA|1|2021-04-28|8268
2972|DEVADASS BROTHERS|TAMIL WITH ENGLISH SUBTITLES|DIL/2/64/2021-Che|0 days 01:40:25|Digital|Mathiyalagan Vardharajan|Etcetera Entertainment|UA|1|2021-04-28|6025
2973|MANNAARKUDI|Tamil|VIL/2/75/2021-Che|0 days 02:02:59|Video|Naganpillai Krishnan|NAGAN PICTURES|UA|1|2021-04-30|7379
2974|ANBULLA THATHA|Tamil|VIL/1/38/2021-Che|0 days 02:24:05|Video|Naganpillai Krishnan|NAGAN PICTURES|U|1|2021-04-30|8645
2975|SATHYAN GANG|Tamil|VIL/2/76/2021-Che|0 days 02:06:09|Video|Naganpillai Krishnan|NAGAN PICTURES|UA|1|2021-04-30|7569
2976|THALLI POGATHEY|TAMIL WITH ENGLISH SUBTITLES|DIL/2/65/2021-Che|0 days 02:04:53|Digital|Rajmohan Ramanathan|Masala Pix|UA|1|2021-04-30|7493
2977|"""ISMART SHANKAR"""|Tamil|VIL/2/30/2021-HYD|0 days 02:18:18|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-05-05|8298
2978|"""MISS INDIA"""|Tamil|VIL/1/24/2021-HYD|0 days 02:18:54|Video|Srimahesh Koneru|EAST COAST PRODUCTIONS|U|1|2021-05-05|8334
2979|"""ANANDO BRAHMA"""|Tamil|VIL/2/32/2021-HYD|0 days 02:03:58|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-05-05|7438
2980|"""KADHAL PARAVAIGAL"""|Tamil|VIL/2/34/2021-HYD|0 days 02:02:49|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-05-07|7369
2981|"""IDHAYA THIRIDI"""|Tamil|VIL/1/28/2021-HYD|0 days 02:19:32|Video|Posani Nagasudhir Babu|SUDHEER BABU PRODUCTIONS|U|1|2021-05-21|8372
2982|"""MARMA BHOOMI"""|Tamil|VIL/2/39/2021-HYD|0 days 02:05:22|Video|Beeram Sudhakarareddy|SUDHAKAR IMPEX (INDIA) PRIVATE LIMITED|UA|1|2021-05-21|7522
2983|"""UNNAI ENAKKU PIDICHIRUKKU"""|Tamil|VIL/1/30/2021-HYD|0 days 03:10:08|Video|P V Ravikishore|SRI SRAVANTHI MOVIES|U|1|2021-05-21|11408
2984|"""AGENT SAI SRINIVASA ATHREYA"""|Tamil|VIL/2/41/2021-HYD|0 days 02:28:00|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-05-28|8880
2985|"""KIRUKKAN"""|Tamil|VIL/2/44/2021-HYD|0 days 02:19:51|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-05-28|8391
2986|BAD SAMARITAN|Tamil|VFL/2/215/2021-MUM|0 days 01:51:12|Video|Dean Devlin /Rachel Olschan / Marc Roskin / ELECTRIC DISTRIBUTION INC|-|UA|1|2021-05-31|6672
2987|"""SHESH YAAR"""|Tamil|VIL/2/51/2021-HYD|0 days 01:57:05|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-06-08|7025
2988|"""KRISHNAM VANDE JAGADGURUM"""|Tamil|VIL/2/52/2021-HYD|0 days 02:16:06|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-06-08|8166
2989|“ARGENTEENA FANS CLUB”|Tamil|VIL/1/33/2021-HYD|0 days 02:19:48|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|U|1|2021-06-09|8388
2990|LAST SIX HOURS|Tamil|DIL/2/66/2021-Che|0 days 01:41:04|Digital|Anoop Khalid Meharuneesa|Lazy Cat Productions|UA|1|2021-06-14|6064
2991|MAAYATHIRAI|TAMIL WITH ENGLISH SUBTITLES|DIL/2/67/2021-Che|0 days 02:06:39|Digital|Saibabu Lakshmanrao|Sri Senkara Narayana Chamundeswari Movies|UA|1|2021-06-14|7599
2992|"""RAJAMAHAL"""|Tamil|VIL/2/53/2021-HYD|0 days 02:07:00|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-06-15|7620
2993|"""EZRA"""|Tamil|VIL/2/54/2021-HYD|0 days 02:26:57|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-06-17|8817
2994|LOKPAL|Tamil|VIL/1/15/2021-THI|0 days 02:18:24|Video|Sajithpachat Sahadevan|Millennium Cinemas|U|1|2021-06-22|8304
2995|COMA|Tamil|VFL/2/238/2021-MUM|0 days 01:51:01|Video|ARMEN ANANIKYAN / GEVOND ANDREASYAN /ATRIUM PRODUCTION KFT SARIK ANDREASYAN /|-|UA|1|2021-06-22|6661
2996|"""ENNA MAYAM SEITHAI"""|Tamil|VIL/1/35/2021-HYD|0 days 02:03:11|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|U|1|2021-06-22|7391
2997|ATTACK|Tamil|VIL/2/81/2021-Che|0 days 01:46:21|Video|Jasminesadiq Mohamedsadiq|M/S I and M Studios|UA|1|2021-06-23|6381
2998|AATHIKKA VARKAM (REVISED)|Tamil|VIL/2/84/2021-Che|0 days 02:15:25|Video|Bagavathy Patchimuthu|S FILMS|UA|1|2021-06-23|8125
2999|PAATHI UNAKKU PAATHI ENAKKU( RE-REVISED)|Tamil|VIL/2/85/2021-Che|0 days 02:17:52|Video|Balaji Venkatasheshayyar|PRIYAMINI PRODUCTIONS(F.S)|UA|1|2021-06-23|8272
3000|KUTTRAM KUTTRAMEY|TAMIL WITH ENGLISH SUBTITLES|VIL/2/83/2021-Che|0 days 01:48:05|Video|Vellai Durai Kalkiraj|D COMPANY|UA|1|2021-06-23|6485
3001|BLACK AND WHITE|Tamil|VIL/2/16/2021-THI|0 days 02:24:05|Video|Krishnan Sethukumar|MOVIEE MILL|UA|1|2021-06-25|8645
3002|"""DRAGON FIST"""|Tamil|VFL/2/245/2021-MUM|0 days 01:32:41|Video|LO wai Motion pictures|-|UA|1|2021-06-25|5561
3003|"""THE FEARLESS HYENA"""|Tamil|VFL/2/246/2021-MUM|0 days 01:37:00|Video|Good year movie company|-|UA|1|2021-06-25|5820
3004|"""MALAYAPPA"""|Tamil|VIL/2/59/2021-HYD|0 days 02:20:15|Video|T N VENKATESH|ROCKLINE ENTERTAINMENT (P) LTD|UA|1|2021-06-25|8415
3005|PURA KOONDU|Tamil|DIL/2/68/2021-Che|0 days 01:32:41|Digital|Gloria Bernard|-|UA|1|2021-06-29|5561
3006|SARPATTA PARAMBARAI|TAMIL WITH ENGLISH SUBTITLES|VIL/2/93/2021-Che|0 days 02:55:43|Video|Dakshan Raj Shanmugam|K9 STUDIOS|UA|1|2021-06-30|10543
3007|"""YETHUVUM NADAKALAM"""|Tamil|VIL/2/62/2021-HYD|0 days 02:09:27|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-07-01|7767
3008|YUVARATHNAA|Tamil|VIL/2/16/2021-BAN|0 days 02:41:06|Video|Vijay Kiragandur T|M/S HOMBALE FILMS LLP|UA|1|2021-07-01|9666
3009|"""MY FATHER IS HERO"""|Tamil|VFL/2/258/2021-MUM|0 days 01:38:39|Video|Win’s Entertainment ltd|-|UA|1|2021-07-02|5919
3010|"""CRIME STORY"""|Tamil|VFL/2/259/2021-MUM|0 days 01:43:25|Video|Michael mann productions|-|UA|1|2021-07-02|6205
3011|THEERPUGAL VIRKKAPADUM|TAMIL WITH ENGLISH SUBTITLES|DIL/2/69/2021-Che|0 days 02:00:15|Digital|Saleem C R|AL-Tari Movies|UA|1|2021-07-02|7215
3012|"""MOJIN THE TREASURE VALLEY"""|Tamil|VFL/2/11/2021-Che|0 days 01:51:11|Video|HUAYI BROTHERS PICTURES LTD|-|UA|1|2021-07-05|6671
3013|SINGA PAARVAI|TAMIL WITH ENGLISH SUBTITLES|DIL/2/70/2021-Che|0 days 01:55:37|Digital|Narayanan Duraiswamy|D.NARAYANAN FILMS(FS)|UA|1|2021-07-05|6937
3014|SONNADHE TIRIPPI TIRIPPI SOLLADHE|Tamil|DIL/1/28/2021-Che|0 days 01:59:58|Digital|Alla Sudhakar|M/S Charitha Fiktion Sinemas|U|1|2021-07-06|7198
3015|DEVILS FLIGHT (DUBBED)|Tamil|DFL/2/40/2021-MUM|0 days 01:35:45|Digital|Image Works Entertainment international INC.|-|UA|1|2021-07-07|5745
3016|"""DEY KANNA"""|Tamil|VIL/2/68/2021-HYD|0 days 02:33:00|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-07-08|9180
3017|PEYI|Tamil|DIL/2/99/2021-HYD|0 days 02:00:58|Digital|Natti Kumar|VISHAKA TALKIES|UA|1|2021-07-08|7258
3018|BLACK WIDOW|Tamil|DFL/2/41/2021-MUM|0 days 02:14:05|Digital|Kevin Feige, Buena Vista International, Inc|-|UA|1|2021-07-12|8045
3019|"""WHEELS ON MEALS"""|Tamil|VFL/2/275/2021-MUM|0 days 01:43:07|Video|Golden harvest company|-|UA|1|2021-07-13|6187
3020|RUN RUN RUN|Tamil|VIL/1/36/2021-HYD|0 days 01:49:05|Video|Veerabrahmachary Annabhimoju|Grayhawk media|U|1|2021-07-15|6545
3021|"""SUPER POLICE"" (A TO UA)"|Tamil|VIL/2/70/2021-HYD|0 days 02:20:03|Video|Ramakrishna Veerapaneni|MANGO MASS MEDIA PVT. LTD.|UA|1|2021-07-15|8403
